data;n°;sesso;lt carapace (mm);peso tot (g);peso addome;peso epato;Hiw;TwB;SA;muta;maturità gonadi;peso gonadi;;;;;;;;;;;;;;;;;;;
23/11/2020;34;F;44.54;17.2;4.1;0.5;2.91;23.84;;NO;MATURE;2;;;;;;;;;;;;;;;;;;;
23/11/2020;35;F;50.86;23.7;5.9;1.7;7.17;24.89;;NO;MATURE;1.5;;;;;;;;;;;;;;;;;;;
23/11/2020;36;F;53.23;36.3;5.5;0.7;1.93;15.15;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
23/11/2020;37;F;54.68;33.4;8.7;2.9;8.68;26.05;;NO;IN VIA DI MATURAZIONE;;;;;;;;;;;;;;;;;;;;
23/11/2020;38;F;42.99;14.5;3.5;0.8;5.52;24.14;;NO;MATURE;1.7;;;;;;;;;;;;;;;;;;;
23/11/2020;39;F;44.42;16.5;4.6;0.7;4.24;27.88;;NO;MATURE;2;;;;;;;;;;;;;;;;;;;
23/11/2020;40;F;43.89;15.5;4;0.3;1.94;25.81;;NO;QUASI MATURE;;;;;;;;;;;;;;;;;;;;
23/11/2020;41;F;40.59;26.3;6;1.6;6.08;22.81;;NO;MATURE;1.6;;;;;;;;;;;;;;;;;;;
23/11/2020;42;F;45.42;17.2;4;0.7;4.07;23.26;;NO;MATURE;2;;;;;;;;;;;;;;;;;;;
23/11/2020;43;F;52.89;27.4;5.1;2.2;8.03;18.61;;NO;MATURE;1.9;;;;;;;;;;;;;;;;;;;
23/11/2020;44;F;50.21;24.9;7.3;2;8.03;29.32;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
23/11/2020;45;F;54.12;25.5;7.1;1.8;7.06;27.84;;NO;QUASI MATURE;;;;;;;;;;;;;;;;;;;;
23/11/2020;46;F;46.89;19.6;5.4;0.9;4.59;27.55;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
23/11/2020;47;F;45.63;16.9;4.8;1.5;8.88;28.40;;NO;IN VIA DI MATURAZIONE;;;;;;;;;;;;;;;;;;;;
23/11/2020;48;F;51.47;27;7.1;2.8;10.37;26.30;;NO;IN VIA DI MATURAZIONE;;;;;;;;;;;;;;;;;;;;
23/11/2020;49;F;49.73;24.1;5.8;0.9;3.73;24.07;;NO;MATURE;2.4;;;;;;;;;;;;;;;;;;;
23/11/2020;50;F;59.62;35.7;9.8;3.60;10.08;27.45;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
23/11/2020;51;F;52.26;31.3;7.2;2.3;7.35;23.00;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
23/11/2020;52;F;59.14;38.6;9.1;2.6;6.74;23.58;;NO;IN VIA DI MATURAZIONE;;;;;;;;;;;;;;;;;;;;
17/12/2020;1;M;40.73;18.8;4.1;1;5.32;21.81;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;2;M;52.36;26.5;6.6;2.3;8.68;24.91;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;3;M;52.88;33.1;6.3;0.8;2.42;19.03;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;4;M;40.31;14.9;3.1;1;6.71;20.81;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;5;M;52.23;26.6;7.1;1.1;4.14;26.69;NO;SI;;;;;;;;;;;;;;;;;;;;;
17/12/2020;6;M;49.22;20.3;5.7;1.7;8.37;28.08;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;7;M;53.81;35.8;7.2;2.7;7.54;20.11;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;8;M;49.78;26.3;5;1.9;7.22;19.01;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;9;M;58.59;40.9;10.6;2.2;5.38;25.92;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;10;M;54.44;40.1;8.1;2.8;6.98;20.20;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;11;M;57.45;39;8.5;3.5;8.97;21.79;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;12;M;55.29;31.6;7.7;2.4;7.59;24.37;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;13;M;52.97;30.7;7.7;1.9;6.19;25.08;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;14;M;55.1;37.6;8.3;2.3;6.12;22.07;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;15;M;64.12;54.1;9.9;4.3;7.95;18.30;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;16;M;48.81;31;5.5;2.1;6.77;17.74;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;17;M;48.49;23.3;5.9;1.5;6.44;25.32;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;18;M;50.33;27.6;6;1.8;6.52;21.74;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;19;M;47.01;21.9;5;1.2;5.48;22.83;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;20;M;47.67;23.8;5.3;1.4;5.88;22.27;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;21;M;46.27;24.6;5.1;1.6;6.50;20.73;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;22;M;45.01;21.5;4.8;1.1;5.12;22.33;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;23;M;55.62;35.2;7;2.6;7.39;19.89;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;24;M;46.97;23.2;6.7;1.2;5.17;28.88;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;25;M;54.91;37.6;7.1;2.3;6.12;18.88;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;26;M;47.57;22.6;4.8;1.1;4.87;21.24;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;27;M;59.5;49;8.6;3.1;6.33;17.55;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;28;M;55.4;41.3;8;2.9;7.02;19.37;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;29;M;62.4;60.2;10.6;4.5;7.48;17.61;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;30;M;48.91;25.5;5.2;2;7.84;20.39;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;31;M;43.46;20.5;5.6;1.1;5.37;27.32;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;32;M;61.66;51.3;10.3;3.7;7.21;20.08;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;33;M;53.3;37.5;7.9;2.8;7.47;21.07;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;34;M;49.16;25.7;4.9;1.4;5.45;19.07;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;35;M;54.21;31.2;8.5;2.3;7.37;27.24;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;36;M;50.1;28.7;5.6;1.7;5.92;19.51;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;37;M;51.45;30.1;6.5;2.2;7.31;21.59;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;38;M;55.95;42.6;8;3.3;7.75;18.78;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;39;M;44.77;22.1;5.2;1;4.52;23.53;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;40;M;56.8;35.2;8.3;2.2;6.25;23.58;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;41;M;43.97;20;4.1;1.3;6.50;20.50;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;42;M;59.04;34.44;8.7;2.5;7.26;25.26;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;43;M;50.18;21.2;5.9;1.7;8.02;27.83;NO;SI;;;;;;;;;;;;;;;;;;;;;
17/12/2020;44;M;50.6;26.2;6.9;2;7.63;26.34;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;45;M;60.44;47.4;10.4;3.4;7.17;21.94;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;46;M;44.25;15;4.5;1.2;8.00;30.00;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;47;M;45.21;17.8;4.6;1;5.62;25.84;NO;SI;;;;;;;;;;;;;;;;;;;;;
17/12/2020;48;M;51.6;21.9;6.2;1.9;8.68;28.31;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;49;M;43.81;19.2;4.4;0.8;4.17;22.92;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;50;M;50.72;23.7;5.8;1.7;7.17;24.47;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;51;M;55.29;35.2;7.2;2.5;7.10;20.45;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;52;M;50.53;31.2;6.5;2.1;6.73;20.83;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;53;M;56.37;44.5;9.1;3.2;7.19;20.45;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;54;M;47.7;21.5;5.4;1.4;6.51;25.12;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;55;M;50.93;22.7;6.8;1.4;6.17;29.96;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;56;M;40.28;12.5;3.5;0.6;4.80;28.00;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;57;M;44.99;21.1;5.8;1.1;5.21;27.49;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;58;M;48.95;27.4;6.2;2.1;7.66;22.63;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;59;M;43.06;16.9;3.8;1.1;6.51;22.49;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;60;M;49.42;25.7;5.8;1.9;7.39;22.57;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;61;M;49.11;23;5.9;1.4;6.09;25.65;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;62;M;49.55;20.6;5.7;1.5;7.28;27.67;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;63;M;44;18.3;4.3;1.1;6.01;23.50;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;64;M;52.76;21.8;6.6;2.4;11.01;30.28;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;65;M;50.91;25.6;6.3;1.8;7.03;24.61;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;66;M;43.16;17.5;4.2;1.4;8.00;24.00;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;67;M;55.56;33.2;7.8;2.5;7.53;23.49;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;68;M;50.76;29.5;6.9;2.2;7.46;23.39;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;69;M;54.47;33.2;7.8;2.1;6.33;23.49;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;70;M;44.09;19.2;4.5;1;5.21;23.44;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;71;M;55.98;35.6;9.3;2.5;7.02;26.12;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;72;M;57.47;38.2;8.1;2.9;7.59;21.20;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;73;M;63.3;59.3;11.7;2.9;4.89;19.73;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;74;M;63.15;48.4;10.2;3.1;6.40;21.07;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;75;M;66.35;60.2;12.4;3.9;6.48;20.60;SI;NO;;;;;;;;;;;;;;;;;;;;;
17/12/2020;1;F;53.47;27.5;6.9;0.9;3.27;25.09;;NO;MATURE;3.2;;;;;;;;;;;;;;;;;;;
17/12/2020;2;F;54.69;37;9.3;3.9;10.54;25.14;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
17/12/2020;3;F;44.3;15.3;3.7;0.7;4.58;24.18;;NO;MATURE;1.3;;;;;;;;;;;;;;;;;;;
17/12/2020;4;F;53.82;25.4;7.2;1.8;7.09;28.35;;NO;MATURE;1.6;;;;;;;;;;;;;;;;;;;
17/12/2020;5;F;51.61;26.2;7.6;1.7;6.49;29.01;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
17/12/2020;6;F;56.81;37.3;8.8;3.2;8.58;23.59;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
17/12/2020;7;F;53.1;29.8;7.4;2.6;8.72;24.83;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
17/12/2020;8;F;51.82;24.2;6.6;2.4;9.92;27.27;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
17/12/2020;9;F;54.51;32.7;6.9;1.2;3.67;21.10;;NO;MATURE;2.6;;;;;;;;;;;;;;;;;;;
17/12/2020;10;F;49.73;22.8;6.6;1.9;8.33;28.95;;NO;IN VIA DI MATURAZIONE;;;;;;;;;;;;;;;;;;;;
17/12/2020;11;F;49.64;29.1;7.2;2.3;7.90;24.74;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
17/12/2020;12;F;54.36;30;7.3;2.9;9.67;24.33;;NO;IN VIA DI MATURAZIONE;;;;;;;;;;;;;;;;;;;;
17/12/2020;13;F;57.74;38.5;9.6;3.1;8.05;24.94;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
17/12/2020;14;F;50.11;25;7;1.9;7.60;28.00;;NO;IN VIA DI MATURAZIONE;;;;;;;;;;;;;;;;;;;;
17/12/2020;15;F;54.83;32.2;7.8;3.3;10.25;24.22;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
17/12/2020;16;F;56.02;36.4;8.9;3.3;9.07;24.45;;NO;IN VIA DI MATURAZIONE;;;;;;;;;;;;;;;;;;;;
17/12/2020;17;F;39.29;11.9;2.8;0.4;3.36;23.53;;NO;MATURE;1.4;;;;;;;;;;;;;;;;;;;
17/12/2020;18;F;53.75;29;8;2.9;10.00;27.59;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
17/12/2020;19;F;57.22;34.6;10;3;8.67;28.90;;SI;IMMATURE;;;;;;;;;;;;;;;;;;;;
17/12/2020;20;F;61.14;41.7;9.8;2.1;5.04;23.50;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
17/12/2020;21;F;44.71;16.5;5.9;2.4;14.55;35.76;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
17/12/2020;22;F;42.81;13.5;4.1;0.7;5.19;30.37;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
17/12/2020;23;F;56.82;41.7;10.1;3.5;8.39;24.22;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
17/12/2020;24;F;62.7;48.6;11.3;3.2;6.58;23.25;;NO;MATURE;3.2;;;;;;;;;;;;;;;;;;;
17/12/2020;25;F;59.06;38;9.5;1.3;3.42;25.00;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
28/01/2021;1;M;50.7;26.7;6.1;1.4;5.24;22.85;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;2;M;57.08;36.9;8;2.3;6.23;21.68;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;3;M;48.96;26.3;6.4;1.4;5.32;24.33;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;4;M;47.41;21.2;5.5;0.9;4.25;25.94;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;5;M;49.21;25.3;5.8;1.3;5.14;22.92;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;6;M;46.04;20.9;4.7;1.5;7.18;22.49;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;7;M;46.57;22.4;5.6;1.2;5.36;25.00;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;8;M;41.79;14;3.6;0.8;5.71;25.71;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;9;M;55.19;34.1;7.2;1.9;5.57;21.11;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;10;M;52.37;31.2;6.7;2.3;7.37;21.47;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;11;M;57.13;33;8.6;2.2;6.67;26.06;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;12;M;52.69;26.6;7.1;1.7;6.39;26.69;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;13;M;42.56;15.2;4;0.6;3.95;26.32;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;14;M;53.04;29.1;6.3;1.1;3.78;21.65;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;15;M;51.33;27.3;7;1.5;5.49;25.64;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;16;M;46.92;21.3;4.6;1.4;6.57;21.60;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;17;M;46.35;26.6;5.4;1.4;5.26;20.30;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;18;M;51.56;29.4;6;1.8;6.12;20.41;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;19;M;53.18;34.1;7.1;1.8;5.28;20.82;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;20;M;50.1;22.5;5.5;1.6;7.11;24.44;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;21;M;55.16;35.7;7.3;2.7;7.56;20.45;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;22;M;47.84;24.6;6.1;1;4.07;24.80;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;23;M;51.52;31.5;6.4;2.5;7.94;20.32;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;24;M;43.87;15.5;4.7;1.1;7.10;30.32;NO;SI;;;;;;;;;;;;;;;;;;;;;
28/01/2021;25;M;59.14;42.6;9.4;3.3;7.75;22.07;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;26;M;46.86;18.8;5.2;1;5.32;27.66;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;27;M;46.96;18.4;5;1.4;7.61;27.17;NO;SI;;;;;;;;;;;;;;;;;;;;;
28/01/2021;28;M;53.01;34.5;7.7;0.8;2.32;22.32;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;29;M;53.96;32.8;7.2;1.4;4.27;21.95;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;30;M;61.59;54;9.1;3.6;6.67;16.85;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;31;M;65.4;63.5;11.6;4;6.30;18.27;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;32;M;45.86;19.2;4.9;1.3;6.77;25.52;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;33;M;52.78;34.7;7.1;2.3;6.63;20.46;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;34;M;47.35;20.08;5;1.2;5.98;24.90;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;35;M;52.53;33.4;7;2.2;6.59;20.96;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;36;M;47.82;24.5;5.4;1.2;4.90;22.04;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;37;M;54.65;36.2;7.2;2.8;7.73;19.89;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;38;M;44.98;20.3;4.6;1;4.93;22.66;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;39;M;53.36;29.9;6.8;2.1;7.02;22.74;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;40;M;50.95;32;5.8;1.8;5.63;18.13;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;41;M;61.14;58.8;10.2;4.7;7.99;17.35;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;42;M;43.25;17.4;4.6;0.8;4.60;26.44;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;43;M;48.15;23.2;5.4;1.4;6.03;23.28;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;44;M;47.83;19.2;4.8;1.5;7.81;25.00;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;45;M;44.64;17.8;4.3;1.3;7.30;24.16;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;46;M;42.16;14.7;4;0.9;6.12;27.21;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;47;M;51.78;28;5.2;2.3;8.21;18.57;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;48;M;49.08;23;5.6;1.2;5.22;24.35;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;49;M;47.11;25.5;6;1.1;4.31;23.53;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;50;M;50.97;25.1;6.4;1.2;4.78;25.50;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;51;M;43.85;16.7;4.3;1.3;7.78;25.75;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;52;M;44.4;18.1;4.8;1;5.52;26.52;SI;SI;;;;;;;;;;;;;;;;;;;;;
28/01/2021;53;M;46.74;23.1;5.1;1.1;4.76;22.08;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;54;M;46.47;20.3;4.8;1.4;6.90;23.65;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;55;M;45.91;19.5;4.7;1;5.13;24.10;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;56;M;49.44;25.9;6.2;1.3;5.02;23.94;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;57;M;49.2;26.7;5.3;1.6;5.99;19.85;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;58;M;47.77;19.7;5.3;1.2;6.09;26.90;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;59;M;50.32;23.8;6.6;2;8.40;27.73;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;60;M;23.02;16.5;3.8;1.1;6.67;23.03;NO;SI;;;;;;;;;;;;;;;;;;;;;
28/01/2021;61;M;45.14;17.05;3.9;0.6;3.52;22.87;NO;SI;;;;;;;;;;;;;;;;;;;;;
28/01/2021;62;M;44.63;15.7;4.2;0.6;3.82;26.75;NO;SI;;;;;;;;;;;;;;;;;;;;;
28/01/2021;63;M;51.77;20.6;5.7;1;4.85;27.67;NO;SI;;;;;;;;;;;;;;;;;;;;;
28/01/2021;64;M;50.72;23.1;6;1.5;6.49;25.97;NO;SI;;;;;;;;;;;;;;;;;;;;;
28/01/2021;65;M;42.6;14.3;3.8;0.8;5.59;26.57;NO;SI;;;;;;;;;;;;;;;;;;;;;
28/01/2021;66;M;43.92;14;3.9;1.1;7.86;27.86;NO;SI;;;;;;;;;;;;;;;;;;;;;
28/01/2021;67;M;50.49;19.3;5.9;1.5;7.77;30.57;;;;;;;;;;;;;;;;;;;;;;;
28/01/2021;68;M;45.57;16;4;1.1;6.88;25.00;NO;SI;;;;;;;;;;;;;;;;;;;;;
28/01/2021;69;M;43.4;15.4;4.8;1.1;7.14;31.17;NO;SI;;;;;;;;;;;;;;;;;;;;;
28/01/2021;70;M;45.6;16.8;5.4;1.5;8.93;32.14;NO;SI;;;;;;;;;;;;;;;;;;;;;
28/01/2021;71;M;45.26;16.6;4.9;1.1;6.63;29.52;NO;SI;;;;;;;;;;;;;;;;;;;;;
28/01/2021;72;M;50.75;23.05;5.9;2;8.68;25.60;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;73;M;54.95;29.1;7.9;1.8;6.19;27.15;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;74;M;39.06;12.4;3.4;0.6;4.84;27.42;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;75;M;39.85;13.4;3.2;0.8;5.97;23.88;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;76;M;46.06;19.4;5.9;0.9;4.64;30.41;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;77;M;49.67;25.1;6;1.4;5.58;23.90;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;78;M;52.81;30.9;6.2;2.2;7.12;20.06;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;79;M;51.3;28.3;5.8;2;7.07;20.49;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;80;M;44.71;16.2;4.1;1.1;6.79;25.31;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;81;M;53.13;32.6;6.2;2.4;7.36;19.02;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;82;M;47.85;22.2;5.7;1.2;5.41;25.68;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;83;M;54.55;34.3;6.8;2;5.83;19.83;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;84;M;44.98;19.2;4.2;1.1;5.73;21.88;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;85;M;56.19;35.6;8.6;2.2;6.18;24.16;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;86;M;59.31;43.2;8.5;2.8;6.48;19.68;SI;NO;;;;;;;;;;;;;;;;;;;;;
28/01/2021;1;F;51.57;25.1;6.7;2.3;9.16;26.69;;NO;IN VIA DI MATURAZIONE;;;;;;;;;;;;;;;;;;;;
28/01/2021;2;F;56.85;32.2;7.7;2.4;7.45;23.91;;NO;IN VIA DI MATURAZIONE;;;;;;;;;;;;;;;;;;;;
28/01/2021;3;F;48.83;21.9;5.3;1.2;5.48;24.20;;NO;MATURE;2.3;;;;;;;;;;;;;;;;;;;
28/01/2021;4;F;50.34;23.4;6.3;1.7;7.26;26.92;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
28/01/2021;5;F;50.54;24.8;5.8;1.2;4.84;23.39;;NO;MATURE;2;;;;;;;;;;;;;;;;;;;
28/01/2021;6;F;57.8;37;9.5;3;8.11;25.68;;NO;IN VIA DI MATURAZIONE;;;;;;;;;;;;;;;;;;;;
28/01/2021;7;F;57.53;39.2;9.8;3.7;9.44;25.00;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
28/01/2021;8;F;46.3;22.3;5.8;1.1;4.93;26.01;;NO;IMMATURE;;;;;;;;;;;;;;;;;;;;
28/01/2021;9;F;49.52;22.5;5.2;0.9;4.00;23.11;;NO;MATURE;2.7;;;;;;;;;;;;;;;;;;;
28/01/2021;10;F;56.52;34.4;8.4;2.8;8.14;24.42;;NO;IN VIA DI MATURAZIONE;;;;;;;;;;;;;;;;;;;;
28/01/2021;11;F;56.03;35.2;9.1;3.2;9.09;25.85;;NO;IN VIA DI MATURAZIONE;;;;;;;;;;;;;;;;;;;;
28/01/2021;12;F;46.05;19.1;4.7;0.3;1.57;24.61;;NO;MATURE;2.6;;;;;;;;;;;;;;;;;;;
28/01/2021;13;F;46.08;18.5;4.3;0.8;4.32;23.24;;NO;MATURE;1.8;;;;;;;;;;;;;;;;;;;
28/01/2021;14;F;50.57;23.81;6;1.2;5.04;25.20;;NO;MATURE;2.2;;;;;;;;;;;;;;;;;;;
28/01/2021;15;F;47.51;19.4;4.6;0.9;4.64;23.71;;NO;MATURE;2.6;;;;;;;;;;;;;;;;;;;
